FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
107775,BOM-COK,BOM,COK,2025-02-14,100,Boeing 787-8,242,136,189216.48,178054.99
107776,BOM-LKO,BOM,LKO,2025-12-22,125,Airbus A320,180,179,188732.99,155283.82
107777,DEL-MAA,DEL,MAA,2026-03-05,150,Boeing 737-800,189,151,279557.2,204384.28
107778,AMD-NAG,AMD,NAG,2026-05-12,80,Airbus A321neo,220,207,103995.49,126471.42
107779,BOM-HKG,BOM,HKG,2025-07-04,332,Boeing 787-8,242,168,642608.07,543236.25
107780,BLR-PNQ,BLR,PNQ,2024-10-14,84,Airbus A320,180,131,160462.97,124061.24
107781,HYD-LHR,HYD,LHR,2025-06-27,587,Boeing 787-8,242,201,1201071.02,1027564.4
107782,MAA-AMD,MAA,AMD,2025-11-04,141,Airbus A321neo,220,189,228602.26,181653.28
107783,BOM-HKG,BOM,HKG,2024-07-27,348,Boeing 777-300ER,396,357,923322.89,998126.76
107784,BOM-LKO,BOM,LKO,2025-12-25,104,Airbus A320,180,157,166326.38,141818.84
107785,HYD-LKO,HYD,LKO,2026-05-28,111,Boeing 787-8,242,235,161580.7,181286.71
107786,HYD-PNQ,HYD,PNQ,2025-03-17,79,Boeing 737-800,189,157,120235.05,106702.44
107787,DEL-MAA,DEL,MAA,2026-01-13,158,Airbus A320,180,141,264313.35,208155.61
107788,MAA-PNQ,MAA,PNQ,2025-04-29,104,Airbus A321neo,220,220,182259.59,145661.23
107789,AMD-NAG,AMD,NAG,2025-09-28,75,Airbus A321neo,220,194,100678.99,128609.45
107790,BOM-HKG,BOM,HKG,2025-11-04,330,Airbus A350-900,325,269,1135838.09,811789.17
107791,BLR-DOH,BLR,DOH,2026-06-10,258,Airbus A320,180,148,403694.93,328477.85
107792,BLR-JFK,BLR,JFK,2024-09-15,988,Airbus A350-900,325,244,3029206.58,2128950.48
107793,PNQ-LKO,PNQ,LKO,2026-04-16,107,Airbus A321neo,220,144,202748.45,168792.44
107794,AMD-NAG,AMD,NAG,2024-12-16,77,Airbus A320,180,160,85772.21,113643.46
107795,AMD-NAG,AMD,NAG,2025-03-16,85,Airbus A320,180,175,72307.97,118355.39
107796,BOM-HKG,BOM,HKG,2026-04-18,337,Boeing 787-8,242,221,751238.21,575858.32
107797,PNQ-LKO,PNQ,LKO,2026-02-22,111,Airbus A320,180,119,180505.29,150569.58
107798,AMD-PAT,AMD,PAT,2026-02-06,121,Boeing 787-8,242,182,249948.96,192516.2
107799,BOM-HKG,BOM,HKG,2026-01-22,328,Boeing 787-8,242,242,653161.62,512615.32
107800,BOM-HKG,BOM,HKG,2025-08-03,343,Airbus A350-900,325,277,836582.79,786280.46
107801,PNQ-NAG,PNQ,NAG,2025-06-24,76,Boeing 737-800,189,152,127035.21,114675.66
107802,MAA-JFK,MAA,JFK,2026-05-28,997,Airbus A350-900,325,325,2131481.41,2149031.02
107803,DEL-BKK,DEL,BKK,2024-10-24,233,Airbus A321neo,220,143,573684.03,407213.78
107804,BLR-SYD,BLR,SYD,2026-03-08,694,Boeing 787-8,242,195,1841606.33,1286206.85
107805,MAA-AMD,MAA,AMD,2025-05-24,139,Airbus A321neo,220,208,218403.39,177366.31
107806,HYD-NAG,HYD,NAG,2025-02-28,63,Boeing 737-800,189,140,114739.51,101280.17
107807,PNQ-LKO,PNQ,LKO,2025-12-10,115,Airbus A320,180,180,170851.4,149876.61
107808,BOM-LKO,BOM,LKO,2026-03-28,106,Boeing 787-8,242,223,193082.73,168687.12
107809,BOM-COK,BOM,COK,2025-06-06,108,Boeing 737-800,189,121,142833.27,145437.46
107810,HYD-COK,HYD,COK,2025-02-12,99,ATR 72-600,72,55,84472.15,65573.61
107811,PNQ-LKO,PNQ,LKO,2024-07-30,118,Boeing 737-800,189,132,207667.33,164495.47
107812,AMD-NAG,AMD,NAG,2024-10-25,76,Airbus A320,180,143,110893.08,117893.48
107813,MAA-PNQ,MAA,PNQ,2025-05-27,92,Boeing 737-800,189,162,167375.04,141170.73
107814,MAA-AMD,MAA,AMD,2025-01-06,125,Airbus A320,180,180,186010.01,160686.46
107815,BOM-JAI,BOM,JAI,2024-10-14,106,ATR 72-600,72,52,66830.09,73803.36
107816,PNQ-LKO,PNQ,LKO,2024-08-26,126,Airbus A320,180,152,165014.49,156862.6
107817,BOM-HKG,BOM,HKG,2025-01-16,330,Boeing 787-8,242,200,648012.8,617942.0
107818,BOM-LKO,BOM,LKO,2026-02-20,112,Boeing 787-8,242,182,270970.37,186406.1
107819,MAA-AMD,MAA,AMD,2025-11-28,138,Airbus A321neo,220,208,189913.69,177519.18
107820,BLR-SIN,BLR,SIN,2025-12-20,269,Boeing 737-800,189,158,354528.58,358180.86
107821,HYD-PNQ,HYD,PNQ,2025-11-29,71,Boeing 737-800,189,140,105989.48,108211.32
107822,BOM-COK,BOM,COK,2025-01-11,115,Boeing 737-800,189,177,180171.25,147374.57
107823,MAA-BKK,MAA,BKK,2025-10-24,193,Airbus A320,180,142,333253.13,260522.02
107824,HYD-COK,HYD,COK,2025-09-21,96,Airbus A321neo,220,151,146333.43,146444.54
107825,CCU-AMD,CCU,AMD,2025-11-23,152,Boeing 737-800,189,139,143698.16,189049.81
107826,AMD-NAG,AMD,NAG,2024-08-26,70,Airbus A320,180,148,131016.38,121157.79
107827,AMD-NAG,AMD,NAG,2025-09-28,86,Airbus A321neo,220,144,112338.21,132818.03
107828,BLR-SYD,BLR,SYD,2024-07-28,703,Boeing 787-8,242,195,1426513.21,1213683.27
107829,MAA-AMD,MAA,AMD,2025-01-03,123,Airbus A321neo,220,207,208892.44,193518.32
107830,CCU-PAT,CCU,PAT,2024-12-10,64,Boeing 737-800,189,152,117103.54,103222.91
107831,HYD-PAT,HYD,PAT,2026-05-18,118,Airbus A320,180,170,189708.08,141620.87
107832,BOM-LKO,BOM,LKO,2025-09-26,106,Airbus A321neo,220,182,186953.52,166225.52
107833,HYD-COK,HYD,COK,2025-09-26,102,Airbus A321neo,220,194,173652.32,133577.26
107834,BOM-HKG,BOM,HKG,2026-02-25,327,Boeing 787-8,242,180,724942.0,605810.81
107835,BLR-BKK,BLR,BKK,2025-12-01,198,Airbus A321neo,220,184,467408.2,345883.82
107836,AMD-NAG,AMD,NAG,2025-01-22,87,Boeing 737-800,189,171,91527.98,123778.77
107837,MAA-JFK,MAA,JFK,2025-06-12,1001,Airbus A350-900,325,269,3360048.21,2304019.93
107838,HYD-NAG,HYD,NAG,2026-03-27,56,Boeing 737-800,189,183,115454.92,105638.46
107839,MAA-AMD,MAA,AMD,2024-07-25,135,Airbus A321neo,220,153,260482.29,182704.64
107840,BOM-HKG,BOM,HKG,2025-08-30,335,Boeing 777-300ER,396,383,1207271.96,932423.07
107841,MAA-AMD,MAA,AMD,2025-08-02,120,Airbus A320,180,103,179936.87,167365.21
107842,BOM-COK,BOM,COK,2025-01-04,116,Boeing 737-800,189,141,208898.05,147763.77
107843,MAA-BKK,MAA,BKK,2026-02-03,184,Boeing 787-8,242,144,536601.21,355698.65
107844,BOM-COK,BOM,COK,2026-02-08,103,Airbus A320,180,138,136712.64,137770.43
107845,DEL-MAA,DEL,MAA,2024-07-03,157,Airbus A321neo,220,198,293864.05,235443.61
107846,CCU-LKO,CCU,LKO,2025-12-24,84,Airbus A320,180,130,150385.85,130039.14
107847,PNQ-NAG,PNQ,NAG,2025-11-26,69,Boeing 737-800,189,189,122212.89,110839.28
107848,BOM-DXB,BOM,DXB,2024-11-04,176,Boeing 737-800,189,189,265818.22,241469.69
107849,PNQ-LKO,PNQ,LKO,2026-05-14,113,Airbus A321neo,220,148,194220.59,166522.82
107850,HYD-SIN,HYD,SIN,2025-06-24,265,Airbus A321neo,220,133,528043.4,425847.64
107851,BLR-COK,BLR,COK,2025-05-31,69,Airbus A320,180,162,99299.83,94234.69
107852,MAA-JFK,MAA,JFK,2026-04-16,1001,Boeing 787-8,242,242,2085377.62,1710217.63
107853,BLR-COK,BLR,COK,2024-07-13,49,Airbus A321neo,220,194,128545.5,99646.09
107854,PNQ-LKO,PNQ,LKO,2025-12-28,122,Boeing 737-800,189,189,156889.48,158365.23
107855,BOM-HKG,BOM,HKG,2026-01-05,325,Airbus A350-900,325,213,1304703.71,872219.5
107856,MAA-JFK,MAA,JFK,2025-06-16,986,Airbus A350-900,325,276,2762742.12,2227641.01
107857,AMD-NAG,AMD,NAG,2024-11-30,81,Boeing 737-800,189,166,97520.69,114874.11
107858,MAA-AMD,MAA,AMD,2025-04-20,121,Airbus A321neo,220,220,166991.14,174335.51
107859,MAA-AMD,MAA,AMD,2025-05-07,141,Airbus A321neo,220,212,247870.85,190029.01
107860,BOM-JAI,BOM,JAI,2024-10-30,98,Boeing 737-800,189,164,155958.79,135615.71
107861,BLR-SIN,BLR,SIN,2025-07-11,255,Airbus A320,180,140,505900.66,354840.98
107862,MAA-BKK,MAA,BKK,2024-07-18,195,Airbus A320,180,153,410473.25,273497.69
107863,BLR-COK,BLR,COK,2024-08-12,47,ATR 72-600,72,41,72464.49,56307.59
107864,AMD-NAG,AMD,NAG,2026-04-18,70,Boeing 737-800,189,148,106370.79,121885.76
107865,LKO-IXC,LKO,IXC,2026-02-05,62,Boeing 737-800,189,179,117084.12,114825.43
107866,MAA-AMD,MAA,AMD,2025-05-12,125,Boeing 737-800,189,189,229188.2,174315.11
107867,AMD-NAG,AMD,NAG,2026-04-27,88,Boeing 737-800,189,185,98842.84,125626.98
107868,MAA-BKK,MAA,BKK,2026-05-03,184,Boeing 787-8,242,211,374153.11,321807.98
107869,BOM-COK,BOM,COK,2024-12-16,108,Airbus A321neo,220,160,205001.96,156117.37
107870,AMD-NAG,AMD,NAG,2025-11-09,88,Boeing 737-800,189,159,98976.26,114762.37
107871,BLR-SIN,BLR,SIN,2025-04-30,248,Airbus A320,180,158,442043.69,372802.42
107872,BLR-SIN,BLR,SIN,2026-03-20,263,Airbus A321neo,220,186,468571.73,418228.58
107873,BLR-SIN,BLR,SIN,2026-03-15,253,Airbus A321neo,220,198,409482.97,364098.61
107874,MAA-AMD,MAA,AMD,2026-02-26,127,Airbus A320,180,140,172659.22,176709.96
107875,BLR-SIN,BLR,SIN,2026-01-15,264,Airbus A320,180,180,533540.08,372549.69
107876,BOM-COK,BOM,COK,2024-12-17,108,Boeing 737-800,189,188,183895.34,155335.64
107877,DEL-MAA,DEL,MAA,2024-10-21,160,Airbus A320,180,140,189172.18,200971.81
107878,MAA-AMD,MAA,AMD,2025-02-01,141,Boeing 737-800,189,117,201529.05,159302.75
107879,MAA-JFK,MAA,JFK,2024-10-27,995,Boeing 777-300ER,396,300,2973017.33,2965532.22
107880,MAA-BKK,MAA,BKK,2024-10-14,201,Boeing 787-8,242,148,409474.76,309835.86
107881,MAA-AMD,MAA,AMD,2025-07-24,131,Boeing 787-8,242,214,191726.53,202831.28
107882,BLR-SIN,BLR,SIN,2024-10-12,256,Airbus A321neo,220,176,507099.21,395534.07
107883,AMD-NAG,AMD,NAG,2024-12-05,79,Airbus A321neo,220,180,127941.36,127435.02
107884,AMD-PAT,AMD,PAT,2025-09-05,120,Airbus A320,180,133,138645.81,150760.97
107885,BLR-COK,BLR,COK,2024-12-24,57,Boeing 737-800,189,164,133723.26,98943.18
107886,PNQ-LKO,PNQ,LKO,2025-06-29,124,Boeing 737-800,189,140,166932.22,164718.89
107887,BOM-HKG,BOM,HKG,2025-11-13,348,Airbus A350-900,325,320,956312.15,758169.02
107888,MAA-AMD,MAA,AMD,2025-11-30,132,Airbus A320,180,161,207534.8,169167.94
107889,BLR-PNQ,BLR,PNQ,2025-02-11,77,Boeing 737-800,189,132,126080.37,117175.36
107890,BOM-LKO,BOM,LKO,2024-08-07,127,Airbus A321neo,220,191,186422.48,181927.83
107891,PNQ-LKO,PNQ,LKO,2025-03-29,123,Boeing 787-8,242,236,251143.16,188530.11
107892,BOM-HKG,BOM,HKG,2025-06-06,347,Airbus A350-900,325,209,1040068.98,714269.54
107893,AMD-NAG,AMD,NAG,2025-09-14,79,ATR 72-600,72,57,64394.15,63225.82
107894,MAA-BKK,MAA,BKK,2026-04-10,191,Boeing 737-800,189,173,301442.78,252962.42
107895,BLR-JFK,BLR,JFK,2025-07-13,988,Airbus A350-900,325,243,1721830.3,2079341.27
107896,DEL-BKK,DEL,BKK,2024-10-26,250,Boeing 787-8,242,216,491692.59,444221.36
107897,HYD-SIN,HYD,SIN,2025-03-18,270,Boeing 787-8,242,217,691302.25,464636.9
107898,HYD-NAG,HYD,NAG,2025-01-10,51,Boeing 737-800,189,154,111882.87,104478.14
107899,MAA-JFK,MAA,JFK,2025-05-30,997,Airbus A350-900,325,325,2715060.48,2370833.16
107900,AMD-NAG,AMD,NAG,2025-08-31,81,Airbus A320,180,169,90946.36,112157.57
107901,BOM-HKG,BOM,HKG,2025-05-15,342,Boeing 787-8,242,242,654369.58,558773.45
107902,BLR-BKK,BLR,BKK,2024-12-22,198,Boeing 787-8,242,228,488861.52,354977.7
107903,BOM-JAI,BOM,JAI,2025-05-30,92,Boeing 737-800,189,183,175867.61,134261.11
107904,HYD-PAT,HYD,PAT,2025-09-14,106,Boeing 737-800,189,114,176386.18,159916.14
107905,MAA-JFK,MAA,JFK,2024-11-03,988,Boeing 787-8,242,219,1967255.04,1792459.68
107906,BOM-LKO,BOM,LKO,2026-05-15,104,Airbus A320,180,180,162641.71,149447.69
107907,HYD-LHR,HYD,LHR,2024-11-22,589,Boeing 777-300ER,396,313,2402327.57,1752918.5
107908,BOM-LKO,BOM,LKO,2025-11-28,127,Airbus A321neo,220,166,178530.03,174950.64
107909,DEL-NAG,DEL,NAG,2024-12-24,102,Airbus A320,180,174,179055.85,132817.45
107910,BLR-COK,BLR,COK,2025-01-09,50,Boeing 737-800,189,174,88546.92,94826.13
107911,MAA-AMD,MAA,AMD,2025-02-02,134,Boeing 737-800,189,163,183774.13,170629.48
107912,HYD-SIN,HYD,SIN,2025-08-21,262,Boeing 737-800,189,173,426664.1,368050.12
107913,BLR-PNQ,BLR,PNQ,2024-11-06,93,Airbus A320,180,180,132000.05,119835.9
107914,HYD-LHR,HYD,LHR,2026-03-22,581,Airbus A350-900,325,227,1176336.02,1288161.79
107915,DEL-NAG,DEL,NAG,2026-04-11,84,Boeing 737-800,189,152,164041.64,138453.04
107916,BOM-HKG,BOM,HKG,2026-06-24,336,Airbus A350-900,325,257,1041434.47,790245.63
107917,AMD-NAG,AMD,NAG,2025-04-23,94,ATR 72-600,72,72,55853.67,63263.99
107918,BLR-SYD,BLR,SYD,2025-11-13,693,Boeing 777-300ER,396,359,2569496.34,1837899.39
107919,BLR-DOH,BLR,DOH,2025-08-17,258,Airbus A320,180,145,350581.0,326944.62
107920,AMD-NAG,AMD,NAG,2024-07-05,93,Airbus A321neo,220,158,90797.11,136125.55
107921,AMD-NAG,AMD,NAG,2025-09-23,80,Boeing 737-800,189,126,87565.29,123163.46
107922,PNQ-NAG,PNQ,NAG,2025-08-11,67,Airbus A320,180,148,143561.09,107971.99
107923,BLR-SIN,BLR,SIN,2025-11-08,268,Boeing 737-800,189,145,381843.1,355064.66
107924,MAA-AMD,MAA,AMD,2025-01-29,119,Airbus A320,180,180,183780.29,167548.86
107925,CCU-NAG,CCU,NAG,2025-05-23,92,Airbus A320,180,168,182513.46,144389.14
107926,DEL-DOH,DEL,DOH,2024-07-17,204,Boeing 787-8,242,168,271770.87,335050.48
107927,CCU-AMD,CCU,AMD,2025-03-13,135,Airbus A321neo,220,158,148977.98,205587.74
107928,BOM-COK,BOM,COK,2025-02-13,117,Boeing 787-8,242,203,211545.76,170036.24
107929,MAA-JFK,MAA,JFK,2025-07-10,997,Boeing 777-300ER,396,313,4330404.94,3012354.44
107930,MAA-AMD,MAA,AMD,2026-05-16,137,Airbus A321neo,220,189,249302.11,200007.7
107931,BOM-COK,BOM,COK,2025-11-09,98,Airbus A321neo,220,212,162127.99,154683.93
107932,MAA-JFK,MAA,JFK,2024-09-25,997,Boeing 777-300ER,396,364,2933493.0,2364751.31
107933,MAA-PNQ,MAA,PNQ,2025-01-04,97,Boeing 737-800,189,189,129302.67,132228.98
107934,MAA-PNQ,MAA,PNQ,2024-11-22,95,Airbus A320,180,164,144914.52,132279.59
107935,MAA-BKK,MAA,BKK,2025-11-19,182,Airbus A320,180,140,383862.54,265553.31
107936,BLR-SYD,BLR,SYD,2025-06-10,711,Boeing 787-8,242,194,1025544.41,1042553.69
107937,BOM-HKG,BOM,HKG,2025-09-10,328,Boeing 777-300ER,396,285,1432322.62,1045301.51
107938,DEL-MAA,DEL,MAA,2024-08-14,151,Boeing 737-800,189,128,220744.65,215087.41
107939,BOM-JAI,BOM,JAI,2024-09-18,92,Airbus A320,180,137,160177.17,130681.86
107940,HYD-NAG,HYD,NAG,2026-04-29,65,Boeing 737-800,189,151,118629.58,97661.55
107941,LKO-IXC,LKO,IXC,2024-08-08,75,Boeing 737-800,189,148,134899.66,114137.86
107942,BLR-SYD,BLR,SYD,2025-09-06,692,Airbus A350-900,325,160,1961652.39,1604562.74
107943,CCU-LKO,CCU,LKO,2025-02-05,108,Boeing 737-800,189,142,162600.8,133866.51
107944,DEL-MAA,DEL,MAA,2026-05-21,168,Airbus A321neo,220,177,263682.21,237965.81
107945,BOM-JAI,BOM,JAI,2025-10-26,108,Airbus A320,180,152,193588.77,142093.87
107946,MAA-AMD,MAA,AMD,2025-04-14,129,Boeing 737-800,189,135,219117.69,177878.28
107947,DEL-COK,DEL,COK,2024-12-06,166,Airbus A320,180,180,244990.07,194860.51
107948,MAA-AMD,MAA,AMD,2025-08-05,136,Boeing 787-8,242,222,203734.34,187962.94
107949,BOM-HKG,BOM,HKG,2026-04-29,340,Airbus A350-900,325,325,967749.02,876515.93
107950,HYD-PNQ,HYD,PNQ,2026-04-30,63,Boeing 737-800,189,171,115722.25,106199.81
107951,CCU-NAG,CCU,NAG,2024-12-23,103,Boeing 737-800,189,157,122955.51,133791.2
107952,PNQ-LKO,PNQ,LKO,2025-06-04,105,Airbus A320,180,98,212566.26,160457.68
107953,BOM-BLR,BOM,BLR,2024-11-16,84,ATR 72-600,72,47,82225.43,68804.32
107954,BLR-SIN,BLR,SIN,2025-03-20,266,Airbus A320,180,112,336948.22,310771.52
107955,AMD-NAG,AMD,NAG,2026-01-15,86,ATR 72-600,72,71,58657.97,65451.62
107956,BLR-BKK,BLR,BKK,2025-07-12,217,Airbus A321neo,220,168,447365.54,318830.66
107957,DEL-SIN,DEL,SIN,2025-05-15,327,Airbus A350-900,325,279,1070398.78,755506.43
107958,AMD-NAG,AMD,NAG,2026-04-06,71,Boeing 737-800,189,142,95675.9,125720.45
107959,DEL-COK,DEL,COK,2025-09-12,173,Boeing 737-800,189,144,242356.87,208845.76
107960,CCU-AMD,CCU,AMD,2025-11-02,148,Boeing 737-800,189,147,170434.1,199948.62
107961,BOM-LKO,BOM,LKO,2024-07-18,113,Boeing 737-800,189,178,167642.67,151742.33
107962,HYD-LHR,HYD,LHR,2025-07-05,587,Airbus A350-900,325,178,1120679.39,1190860.4
107963,BLR-DOH,BLR,DOH,2024-08-02,248,Airbus A321neo,220,220,583975.14,402161.23
107964,MAA-AMD,MAA,AMD,2024-11-26,129,Airbus A320,180,151,198164.36,155608.16
107965,BLR-DOH,BLR,DOH,2026-02-22,256,Boeing 737-800,189,153,515299.66,362050.58
107966,HYD-LKO,HYD,LKO,2025-07-19,103,Airbus A320,180,117,116108.68,149681.86
107967,DEL-COK,DEL,COK,2024-09-24,169,Airbus A321neo,220,206,224562.25,236146.17
107968,MAA-AMD,MAA,AMD,2025-01-30,135,Boeing 787-8,242,219,222897.44,193195.29
107969,HYD-LKO,HYD,LKO,2024-12-26,101,Boeing 787-8,242,242,161715.87,180892.7
107970,MAA-PNQ,MAA,PNQ,2025-08-02,90,ATR 72-600,72,55,79914.87,72208.46
107971,BOM-JAI,BOM,JAI,2025-02-18,106,Boeing 737-800,189,125,150110.25,132052.55
107972,MAA-PNQ,MAA,PNQ,2024-12-07,107,Airbus A320,180,180,143896.92,128482.91
107973,HYD-LKO,HYD,LKO,2024-11-01,115,Airbus A321neo,220,220,157830.68,165597.11
107974,HYD-COK,HYD,COK,2025-03-14,101,Airbus A320,180,151,136694.53,120187.42
107975,BOM-HKG,BOM,HKG,2025-07-06,341,Airbus A350-900,325,229,1061422.2,712816.39
107976,MAA-AMD,MAA,AMD,2025-06-06,118,Boeing 787-8,242,212,223770.42,196206.07
107977,BLR-COK,BLR,COK,2024-12-09,62,Airbus A321neo,220,220,129754.48,103964.49
107978,DEL-JFK,DEL,JFK,2025-10-27,868,Airbus A350-900,325,198,2437720.87,2116524.69
107979,AMD-PAT,AMD,PAT,2026-04-29,115,Airbus A320,180,180,234726.58,171200.88
107980,BOM-BLR,BOM,BLR,2025-12-22,102,Airbus A320,180,180,154520.52,132797.56
107981,MAA-PNQ,MAA,PNQ,2025-08-29,86,Airbus A321neo,220,188,155088.01,144351.34
107982,CCU-LKO,CCU,LKO,2025-01-14,98,Airbus A320,180,139,120066.48,129944.24
107983,BLR-COK,BLR,COK,2025-05-05,48,Boeing 737-800,189,180,130435.27,97555.89
107984,BOM-LKO,BOM,LKO,2024-12-02,112,Airbus A320,180,180,169333.23,144457.74
107985,PNQ-JAI,PNQ,JAI,2025-11-18,110,ATR 72-600,72,72,114171.96,72577.36
107986,BLR-SIN,BLR,SIN,2024-11-02,256,Airbus A321neo,220,172,324247.93,389614.88
107987,HYD-NAG,HYD,NAG,2025-12-19,66,Airbus A321neo,220,208,141613.09,107973.72
107988,BLR-SIN,BLR,SIN,2025-03-13,265,Airbus A321neo,220,131,500513.95,369863.45
107989,MAA-BKK,MAA,BKK,2024-10-04,203,Airbus A321neo,220,163,354249.41,278083.71
107990,PNQ-LKO,PNQ,LKO,2026-06-19,106,Airbus A321neo,220,147,181020.5,176998.47
107991,AMD-NAG,AMD,NAG,2025-08-31,77,Boeing 737-800,189,122,113901.9,120308.2
107992,MAA-AMD,MAA,AMD,2024-09-15,123,Boeing 737-800,189,133,218567.44,182479.42
107993,HYD-NAG,HYD,NAG,2024-10-03,68,Airbus A321neo,220,172,107196.97,107759.46
107994,HYD-LHR,HYD,LHR,2025-05-25,583,Airbus A350-900,325,295,1609907.59,1279816.34
107995,MAA-BKK,MAA,BKK,2025-10-31,192,Boeing 737-800,189,172,416751.31,285623.37
107996,HYD-LKO,HYD,LKO,2026-04-27,120,Airbus A321neo,220,166,160311.67,175111.64
107997,DEL-MAA,DEL,MAA,2024-09-30,167,Airbus A321neo,220,113,279895.05,218809.43
107998,HYD-PAT,HYD,PAT,2024-10-25,124,Airbus A320,180,164,111739.65,142169.64
107999,BOM-JAI,BOM,JAI,2024-10-01,90,Airbus A320,180,133,141264.18,136565.42
108000,CCU-NAG,CCU,NAG,2024-12-14,92,Airbus A321neo,220,187,155604.19,143492.05
108001,AMD-PAT,AMD,PAT,2025-07-02,126,Airbus A321neo,220,170,251832.21,193981.96
108002,CCU-LKO,CCU,LKO,2024-09-04,85,Airbus A320,180,134,137912.97,134976.18
108003,BLR-BKK,BLR,BKK,2025-04-24,220,Boeing 787-8,242,210,457565.16,387937.83
108004,BOM-HKG,BOM,HKG,2025-09-22,342,Boeing 777-300ER,396,305,1069605.33,955411.04
108005,MAA-BKK,MAA,BKK,2025-09-05,180,Boeing 787-8,242,199,506828.59,355183.57
108006,PNQ-NAG,PNQ,NAG,2026-05-08,67,ATR 72-600,72,52,76880.94,62857.43
108007,BLR-BKK,BLR,BKK,2025-10-28,204,Boeing 787-8,242,217,397762.29,345709.76
108008,AMD-NAG,AMD,NAG,2025-04-08,80,Boeing 737-800,189,189,110819.72,126804.39
108009,CCU-NAG,CCU,NAG,2024-09-02,114,Airbus A320,180,116,139021.9,141572.79
108010,BLR-JFK,BLR,JFK,2024-09-14,976,Boeing 777-300ER,396,346,3827511.63,2875974.56
108011,CCU-LKO,CCU,LKO,2025-02-15,93,Boeing 737-800,189,183,170063.23,135627.36
108012,MAA-BKK,MAA,BKK,2026-04-04,187,Boeing 737-800,189,167,367763.04,283511.97
108013,BLR-SYD,BLR,SYD,2025-09-06,711,Boeing 787-8,242,191,1314693.67,1126762.82
108014,CCU-PAT,CCU,PAT,2025-09-08,66,Airbus A321neo,220,157,98958.59,107706.78
108015,PNQ-LKO,PNQ,LKO,2025-09-17,105,Boeing 787-8,242,167,215380.93,186114.6
108016,AMD-NAG,AMD,NAG,2024-08-04,69,ATR 72-600,72,33,54642.84,65952.88
108017,DEL-SIN,DEL,SIN,2025-02-04,319,Boeing 787-8,242,215,790318.55,550776.64
108018,DEL-JFK,DEL,JFK,2026-04-19,882,Airbus A350-900,325,268,2320430.67,2054205.33
108019,DEL-SIN,DEL,SIN,2026-04-09,336,Boeing 777-300ER,396,316,946815.53,837402.57
108020,BLR-SIN,BLR,SIN,2026-06-01,260,Boeing 787-8,242,222,584181.79,394537.94
108021,HYD-NAG,HYD,NAG,2025-05-25,71,Boeing 737-800,189,125,106107.51,101402.94
108022,MAA-PNQ,MAA,PNQ,2025-12-22,105,Airbus A320,180,115,149265.32,129123.23
108023,HYD-LKO,HYD,LKO,2026-04-11,114,Airbus A320,180,149,140584.48,153494.59
108024,AMD-NAG,AMD,NAG,2025-11-23,77,Airbus A320,180,178,107823.01,115290.84
108025,AMD-NAG,AMD,NAG,2026-04-30,94,Airbus A320,180,121,108276.08,123401.43
108026,HYD-NAG,HYD,NAG,2024-08-05,66,Boeing 737-800,189,109,137953.18,98315.92
108027,CCU-LKO,CCU,LKO,2025-07-07,87,ATR 72-600,72,53,69881.69,72140.03
108028,MAA-AMD,MAA,AMD,2025-05-24,135,Boeing 787-8,242,199,218178.3,183481.33
108029,MAA-BKK,MAA,BKK,2024-07-19,184,Boeing 737-800,189,164,356489.35,249633.74
108030,BOM-HKG,BOM,HKG,2026-01-22,340,Airbus A350-900,325,294,945999.46,810912.15
108031,BLR-COK,BLR,COK,2025-07-03,64,Boeing 737-800,189,163,118396.89,94561.0
108032,MAA-AMD,MAA,AMD,2025-06-28,134,Boeing 737-800,189,150,201423.23,158184.07
108033,BOM-LKO,BOM,LKO,2024-09-08,108,Boeing 787-8,242,171,210737.34,182198.37
108034,BLR-COK,BLR,COK,2024-08-20,56,Airbus A320,180,96,128646.57,94971.45
108035,PNQ-NAG,PNQ,NAG,2024-12-24,78,Airbus A321neo,220,182,160894.93,118708.45
108036,CCU-LKO,CCU,LKO,2025-06-20,85,Boeing 737-800,189,133,170351.26,141686.48
108037,MAA-AMD,MAA,AMD,2026-04-13,136,Boeing 737-800,189,171,193541.79,179918.23
108038,BOM-HKG,BOM,HKG,2026-04-23,337,Boeing 787-8,242,233,883043.76,619979.21
108039,BLR-SYD,BLR,SYD,2026-05-03,701,Airbus A350-900,325,325,1895821.31,1416022.39
108040,PNQ-JAI,PNQ,JAI,2024-12-01,105,Airbus A320,180,131,138367.9,143651.56
108041,MAA-JFK,MAA,JFK,2026-03-10,997,Airbus A350-900,325,298,2154045.85,2031288.27
108042,BOM-COK,BOM,COK,2025-01-31,118,Boeing 737-800,189,186,168152.41,142652.96
108043,DEL-MAA,DEL,MAA,2024-11-18,157,Airbus A321neo,220,220,263670.67,214123.86
108044,MAA-JFK,MAA,JFK,2025-06-18,987,Boeing 777-300ER,396,307,4655470.2,3003918.17
108045,BLR-JFK,BLR,JFK,2025-10-15,977,Boeing 787-8,242,213,2234369.21,1707245.08
108046,MAA-BKK,MAA,BKK,2024-12-26,183,Airbus A321neo,220,177,316642.76,305481.36
108047,BLR-SIN,BLR,SIN,2026-04-28,252,Airbus A320,180,155,337765.6,344592.66
